@relation 'student_habits_performance 2-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R3-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R4-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R7-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R10-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R13-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R15-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R15-precision6-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R15-precision6-unset-class-temporarily'

@attribute age {Young,Adult,Old}
@attribute gender {Female,Male,Other}
@attribute study_hours_per_day {Bas,Moyen,Haut}
@attribute social_media_hours {PeuConnecte,Connecte,HyperConnecte}
@attribute netflix_hours {Occasionnel,Regulier,Intensif}
@attribute part_time_job {No,Yes}
@attribute attendance_percentage {Absenteisme,PresenceMoyenne,PresenceAssidue}
@attribute sleep_hours {PeuDormeur,BonDormeur,GrosDormeur}
@attribute diet_quality {Fair,Good,Poor}
@attribute exercise_frequency {Rare,Regulier,Frequent}
@attribute parental_education_level {Master,High_School,Bachelor,None}
@attribute internet_quality {Average,Poor,Good}
@attribute mental_health_rating {Fragile,Stable,Equilibree}
@attribute extracurricular_participation {Yes,No}
@attribute exam_score {Faible,Moyen,Bon,Excellent}

@data
Young,Female,Moyen,PeuConnecte,Regulier,No,Absenteisme,BonDormeur,Poor,Frequent,High_School,Poor,Fragile,No,Bon
Old,Male,Bas,Connecte,Occasionnel,No,PresenceAssidue,GrosDormeur,Good,Regulier,Bachelor,Average,Fragile,No,Moyen
Young,Female,Moyen,PeuConnecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Good,Frequent,High_School,Average,Stable,No,Excellent
Adult,Female,Moyen,Connecte,Occasionnel,Yes,PresenceAssidue,PeuDormeur,Poor,Rare,High_School,Average,Stable,No,Bon
Adult,Female,Bas,Connecte,Regulier,Yes,PresenceMoyenne,BonDormeur,Good,Frequent,Master,Good,Fragile,Yes,Faible
Adult,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Good,Frequent,High_School,Average,Fragile,No,Excellent
Young,Other,Bas,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Rare,None,Poor,Stable,No,Moyen
Old,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,PeuDormeur,Good,Regulier,None,Average,Equilibree,Yes,Excellent
Old,Female,Moyen,Connecte,Intensif,No,PresenceMoyenne,BonDormeur,Fair,Frequent,Bachelor,Poor,Stable,No,Bon
Old,Male,Moyen,Connecte,Intensif,No,PresenceAssidue,BonDormeur,Poor,Rare,Bachelor,Poor,Stable,Yes,Bon
Old,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,PeuDormeur,Fair,Rare,High_School,Average,Fragile,Yes,Bon
Old,Female,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Frequent,High_School,Good,Fragile,No,Bon
Adult,Female,Moyen,Connecte,Regulier,Yes,PresenceMoyenne,BonDormeur,Fair,Regulier,High_School,Good,Equilibree,No,Excellent
Young,Other,Moyen,PeuConnecte,Intensif,No,PresenceMoyenne,GrosDormeur,Good,Rare,Bachelor,Good,Equilibree,Yes,Bon
Old,Female,Moyen,PeuConnecte,Occasionnel,No,Absenteisme,BonDormeur,Good,Regulier,None,Average,Stable,No,Excellent
Old,Male,Moyen,Connecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Fair,Regulier,Master,Average,Fragile,No,Bon
Adult,Male,Bas,HyperConnecte,Occasionnel,No,PresenceAssidue,GrosDormeur,Good,Regulier,High_School,Average,Fragile,No,Bon
Young,Female,Moyen,Connecte,Regulier,No,PresenceAssidue,PeuDormeur,Poor,Rare,Master,Good,Stable,No,Bon
Young,Male,Bas,Connecte,Regulier,No,PresenceAssidue,BonDormeur,Poor,Frequent,High_School,Good,Fragile,Yes,Bon
Old,Male,Moyen,Connecte,Regulier,No,PresenceMoyenne,PeuDormeur,Good,Regulier,Bachelor,Poor,Equilibree,Yes,Excellent
Old,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Poor,Frequent,High_School,Poor,Stable,Yes,Excellent
Old,Male,Haut,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Frequent,None,Good,Fragile,Yes,Excellent
Old,Male,Moyen,Connecte,Regulier,No,PresenceMoyenne,GrosDormeur,Good,Frequent,Master,Good,Stable,Yes,Bon
Young,Male,Moyen,Connecte,Occasionnel,No,Absenteisme,BonDormeur,Fair,Rare,Master,Good,Fragile,Yes,Moyen
Young,Male,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Good,Regulier,High_School,Good,Fragile,No,Bon
Young,Male,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,GrosDormeur,Fair,Frequent,Bachelor,Good,Fragile,No,Bon
Old,Other,Moyen,HyperConnecte,Regulier,No,PresenceAssidue,GrosDormeur,Poor,Frequent,Bachelor,Average,Fragile,No,Excellent
Old,Male,Bas,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Regulier,Master,Good,Fragile,Yes,Moyen
Adult,Male,Bas,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Regulier,High_School,Good,Equilibree,No,Bon
Old,Female,Bas,Connecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Fair,Regulier,Bachelor,Good,Fragile,Yes,Moyen
Young,Male,Moyen,Connecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Fair,Regulier,High_School,Average,Fragile,No,Bon
Young,Female,Haut,Connecte,Occasionnel,Yes,Absenteisme,BonDormeur,Good,Regulier,High_School,Average,Equilibree,Yes,Excellent
Old,Female,Moyen,Connecte,Occasionnel,No,PresenceAssidue,GrosDormeur,Good,Frequent,Master,Average,Fragile,No,Bon
Young,Male,Moyen,Connecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Regulier,High_School,Average,Fragile,No,Bon
Adult,Male,Moyen,Connecte,Regulier,No,PresenceMoyenne,PeuDormeur,Fair,Rare,High_School,Good,Equilibree,No,Bon
Young,Female,Moyen,Connecte,Regulier,No,Absenteisme,BonDormeur,Fair,Rare,Bachelor,Poor,Fragile,Yes,Bon
Old,Female,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Good,Rare,Bachelor,Average,Stable,No,Moyen
Old,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Good,Regulier,High_School,Good,Fragile,No,Bon
Old,Female,Moyen,Connecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Fair,Regulier,High_School,Poor,Stable,Yes,Excellent
Young,Male,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Regulier,Master,Average,Stable,No,Bon
Adult,Other,Moyen,Connecte,Regulier,No,PresenceMoyenne,GrosDormeur,Fair,Rare,High_School,Average,Fragile,No,Bon
Adult,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Poor,Frequent,Bachelor,Good,Fragile,No,Bon
Young,Female,Bas,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Poor,Frequent,Bachelor,Average,Stable,No,Moyen
Old,Female,Moyen,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Regulier,High_School,Good,Fragile,No,Bon
Adult,Female,Bas,PeuConnecte,Regulier,Yes,PresenceMoyenne,BonDormeur,Fair,Frequent,Master,Average,Fragile,No,Bon
Adult,Female,Bas,PeuConnecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Poor,Regulier,Bachelor,Good,Stable,No,Faible
Adult,Male,Moyen,PeuConnecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Good,Regulier,High_School,Average,Stable,No,Excellent
Adult,Male,Haut,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Regulier,Bachelor,Average,Stable,No,Excellent
Adult,Male,Moyen,Connecte,Regulier,No,PresenceAssidue,GrosDormeur,Fair,Regulier,Bachelor,Poor,Fragile,No,Bon
Old,Male,Moyen,PeuConnecte,Intensif,No,PresenceAssidue,GrosDormeur,Fair,Frequent,Bachelor,Poor,Stable,No,Excellent
Adult,Female,Haut,PeuConnecte,Regulier,Yes,PresenceMoyenne,BonDormeur,Poor,Rare,Master,Average,Fragile,Yes,Excellent
Old,Male,Moyen,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Rare,High_School,Poor,Stable,No,Bon
Adult,Male,Haut,Connecte,Regulier,No,PresenceMoyenne,PeuDormeur,Fair,Rare,High_School,Average,Equilibree,Yes,Excellent
Old,Other,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Rare,High_School,Good,Stable,Yes,Excellent
Adult,Female,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Poor,Rare,None,Average,Equilibree,Yes,Bon
Old,Female,Bas,PeuConnecte,Regulier,No,PresenceAssidue,PeuDormeur,Fair,Regulier,None,Average,Fragile,No,Faible
Old,Other,Moyen,Connecte,Regulier,No,PresenceAssidue,BonDormeur,Poor,Regulier,Master,Good,Equilibree,Yes,Bon
Young,Male,Bas,Connecte,Occasionnel,No,PresenceAssidue,PeuDormeur,Good,Frequent,Bachelor,Good,Equilibree,No,Bon
Old,Male,Haut,Connecte,Occasionnel,No,PresenceAssidue,PeuDormeur,Good,Rare,Bachelor,Poor,Fragile,No,Excellent
Old,Female,Moyen,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Poor,Regulier,Bachelor,Average,Equilibree,Yes,Moyen
Adult,Female,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Rare,Bachelor,Good,Stable,Yes,Bon
Old,Male,Moyen,PeuConnecte,Occasionnel,No,Absenteisme,BonDormeur,Poor,Frequent,High_School,Poor,Stable,No,Bon
Adult,Female,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,PeuDormeur,Fair,Rare,Master,Good,Fragile,No,Bon
Young,Male,Haut,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Frequent,High_School,Poor,Stable,No,Excellent
Adult,Male,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Rare,Master,Good,Equilibree,No,Bon
Young,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Regulier,Bachelor,Average,Equilibree,No,Excellent
Old,Female,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Good,Frequent,High_School,Good,Fragile,No,Moyen
Young,Female,Bas,PeuConnecte,Regulier,No,PresenceAssidue,GrosDormeur,Fair,Rare,Bachelor,Average,Fragile,No,Moyen
Young,Male,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Rare,Bachelor,Good,Equilibree,No,Bon
Old,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Frequent,High_School,Poor,Stable,No,Bon
Old,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Good,Rare,Bachelor,Average,Fragile,Yes,Bon
Young,Male,Bas,Connecte,Occasionnel,No,Absenteisme,PeuDormeur,Good,Rare,High_School,Good,Fragile,No,Moyen
Adult,Female,Bas,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Rare,None,Average,Fragile,No,Moyen
Young,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,GrosDormeur,Good,Rare,Master,Good,Fragile,No,Bon
Old,Female,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Rare,Bachelor,Average,Fragile,Yes,Faible
Young,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,GrosDormeur,Good,Regulier,Master,Good,Fragile,No,Excellent
Adult,Female,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Frequent,Bachelor,Average,Equilibree,Yes,Excellent
Young,Female,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Poor,Frequent,High_School,Good,Fragile,Yes,Moyen
Adult,Male,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Frequent,Bachelor,Good,Equilibree,Yes,Bon
Old,Male,Bas,PeuConnecte,Occasionnel,No,PresenceAssidue,GrosDormeur,Fair,Rare,Bachelor,Average,Equilibree,No,Bon
Old,Male,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Regulier,Master,Good,Fragile,Yes,Bon
Old,Male,Moyen,Connecte,Regulier,Yes,PresenceAssidue,BonDormeur,Fair,Frequent,High_School,Good,Fragile,No,Excellent
Young,Female,Bas,Connecte,Regulier,No,PresenceAssidue,GrosDormeur,Good,Rare,Master,Average,Equilibree,Yes,Moyen
Adult,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Frequent,Master,Good,Equilibree,No,Excellent
Adult,Male,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Poor,Rare,Bachelor,Poor,Equilibree,Yes,Bon
Young,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Good,Rare,Master,Good,Fragile,Yes,Excellent
Young,Female,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Poor,Frequent,High_School,Average,Equilibree,No,Bon
Young,Male,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Poor,Rare,Master,Poor,Fragile,No,Moyen
Young,Female,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Fair,Rare,Bachelor,Average,Fragile,Yes,Moyen
Old,Female,Bas,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Frequent,None,Good,Fragile,Yes,Bon
Young,Female,Moyen,PeuConnecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Fair,Rare,Master,Good,Equilibree,Yes,Excellent
Old,Female,Moyen,Connecte,Occasionnel,No,Absenteisme,GrosDormeur,Poor,Regulier,High_School,Good,Fragile,No,Bon
Old,Female,Haut,Connecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Good,Rare,High_School,Average,Stable,No,Excellent
Old,Male,Moyen,HyperConnecte,Occasionnel,No,PresenceAssidue,PeuDormeur,Good,Frequent,Bachelor,Poor,Stable,No,Bon
Old,Female,Bas,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Frequent,High_School,Good,Fragile,Yes,Moyen
Young,Female,Bas,PeuConnecte,Regulier,No,PresenceMoyenne,PeuDormeur,Fair,Frequent,High_School,Good,Fragile,No,Moyen
Old,Male,Bas,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Regulier,Bachelor,Average,Fragile,Yes,Faible
Adult,Female,Bas,PeuConnecte,Regulier,Yes,PresenceAssidue,BonDormeur,Good,Rare,None,Average,Fragile,Yes,Moyen
Adult,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Poor,Rare,High_School,Average,Fragile,No,Bon
Young,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,PeuDormeur,Poor,Frequent,None,Average,Fragile,No,Excellent
Old,Female,Bas,Connecte,Regulier,No,PresenceAssidue,GrosDormeur,Good,Regulier,High_School,Good,Equilibree,Yes,Moyen
Adult,Female,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Frequent,Bachelor,Average,Stable,No,Excellent
Old,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Fair,Rare,Bachelor,Good,Stable,No,Bon
Old,Female,Moyen,PeuConnecte,Regulier,Yes,Absenteisme,BonDormeur,Good,Rare,Master,Average,Stable,No,Bon
Old,Female,Haut,Connecte,Occasionnel,No,PresenceAssidue,PeuDormeur,Good,Regulier,Bachelor,Average,Equilibree,No,Excellent
Adult,Female,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Rare,High_School,Good,Equilibree,No,Excellent
Old,Female,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Good,Regulier,Master,Good,Equilibree,No,Bon
Adult,Female,Bas,Connecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Poor,Rare,Bachelor,Average,Stable,No,Moyen
Old,Male,Bas,Connecte,Occasionnel,Yes,PresenceMoyenne,GrosDormeur,Good,Regulier,Bachelor,Good,Stable,No,Faible
Young,Female,Bas,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Rare,Bachelor,Average,Equilibree,Yes,Bon
Adult,Female,Moyen,Connecte,Occasionnel,Yes,PresenceAssidue,PeuDormeur,Good,Regulier,Master,Good,Equilibree,No,Bon
Young,Male,Bas,PeuConnecte,Occasionnel,No,Absenteisme,GrosDormeur,Good,Regulier,Bachelor,Average,Equilibree,Yes,Bon
Old,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Good,Rare,High_School,Good,Equilibree,Yes,Bon
Young,Male,Moyen,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Regulier,Bachelor,Poor,Equilibree,No,Bon
Adult,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,PeuDormeur,Fair,Regulier,None,Average,Equilibree,Yes,Bon
Old,Female,Bas,PeuConnecte,Regulier,No,PresenceAssidue,GrosDormeur,Fair,Regulier,High_School,Good,Stable,No,Bon
Young,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Fair,Regulier,High_School,Good,Fragile,No,Bon
Adult,Female,Moyen,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Rare,High_School,Average,Equilibree,No,Bon
Old,Female,Bas,Connecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Good,Rare,None,Average,Equilibree,Yes,Moyen
Adult,Female,Haut,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Frequent,High_School,Average,Equilibree,Yes,Excellent
Adult,Male,Moyen,Connecte,Regulier,No,PresenceAssidue,BonDormeur,Good,Rare,Bachelor,Good,Equilibree,No,Bon
Old,Male,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,PeuDormeur,Good,Rare,Bachelor,Good,Equilibree,No,Bon
Young,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Good,Rare,Master,Good,Equilibree,Yes,Excellent
Old,Other,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Good,Rare,High_School,Average,Fragile,Yes,Bon
Old,Female,Moyen,Connecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Rare,Bachelor,Good,Fragile,No,Bon
Old,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Poor,Regulier,Master,Average,Stable,Yes,Excellent
Adult,Female,Bas,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Poor,Rare,High_School,Poor,Stable,No,Bon
Adult,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Rare,Bachelor,Good,Stable,No,Excellent
Adult,Female,Bas,Connecte,Regulier,No,PresenceAssidue,PeuDormeur,Good,Regulier,Bachelor,Good,Stable,No,Faible
Old,Male,Moyen,Connecte,Regulier,No,PresenceAssidue,GrosDormeur,Good,Regulier,None,Good,Stable,No,Bon
Young,Female,Moyen,HyperConnecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Good,Rare,Master,Good,Fragile,Yes,Moyen
Young,Female,Moyen,PeuConnecte,Occasionnel,No,Absenteisme,BonDormeur,Good,Rare,Bachelor,Good,Stable,No,Bon
Old,Other,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Poor,Frequent,None,Good,Fragile,No,Bon
Adult,Male,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Poor,Frequent,None,Average,Fragile,No,Moyen
Old,Female,Bas,Connecte,Regulier,No,PresenceAssidue,PeuDormeur,Poor,Regulier,None,Average,Equilibree,No,Moyen
Adult,Female,Moyen,PeuConnecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Fair,Regulier,High_School,Good,Fragile,No,Bon
Young,Male,Moyen,Connecte,Regulier,No,PresenceMoyenne,PeuDormeur,Fair,Regulier,Bachelor,Good,Fragile,Yes,Bon
Old,Female,Bas,PeuConnecte,Regulier,No,Absenteisme,BonDormeur,Poor,Frequent,Bachelor,Average,Equilibree,No,Moyen
Old,Female,Moyen,PeuConnecte,Regulier,Yes,PresenceMoyenne,BonDormeur,Fair,Rare,High_School,Average,Fragile,No,Bon
Adult,Male,Bas,PeuConnecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Poor,Frequent,Master,Average,Equilibree,No,Bon
Old,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Good,Frequent,High_School,Poor,Stable,No,Excellent
Young,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Fair,Frequent,None,Good,Fragile,No,Bon
Young,Male,Bas,PeuConnecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Fair,Rare,High_School,Average,Stable,No,Bon
Old,Female,Haut,Connecte,Regulier,No,PresenceAssidue,GrosDormeur,Fair,Frequent,Bachelor,Good,Equilibree,No,Excellent
Adult,Male,Bas,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Regulier,High_School,Average,Stable,Yes,Faible
Adult,Female,Moyen,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Frequent,High_School,Average,Stable,No,Excellent
Young,Male,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Fair,Frequent,High_School,Poor,Equilibree,No,Excellent
Adult,Female,Bas,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Good,Regulier,Bachelor,Good,Equilibree,No,Bon
Old,Other,Haut,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Frequent,Master,Good,Stable,No,Excellent
Young,Other,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Good,Regulier,High_School,Good,Equilibree,No,Bon
Young,Female,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Regulier,High_School,Poor,Equilibree,No,Bon
Young,Male,Moyen,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Regulier,Bachelor,Average,Equilibree,No,Bon
Young,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Poor,Rare,Bachelor,Poor,Stable,Yes,Bon
Old,Male,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Good,Regulier,High_School,Average,Equilibree,Yes,Excellent
Young,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Rare,Master,Good,Fragile,No,Excellent
Old,Male,Bas,Connecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Poor,Frequent,Bachelor,Good,Stable,No,Faible
Adult,Female,Moyen,Connecte,Occasionnel,No,PresenceAssidue,PeuDormeur,Fair,Frequent,High_School,Good,Fragile,Yes,Bon
Adult,Female,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Fair,Rare,Bachelor,Average,Equilibree,Yes,Moyen
Adult,Female,Moyen,PeuConnecte,Regulier,No,Absenteisme,BonDormeur,Poor,Rare,Master,Average,Fragile,No,Excellent
Old,Male,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Good,Regulier,Bachelor,Average,Stable,No,Excellent
Old,Male,Bas,Connecte,Regulier,No,PresenceAssidue,PeuDormeur,Good,Regulier,None,Poor,Stable,No,Moyen
Old,Other,Moyen,Connecte,Regulier,No,Absenteisme,GrosDormeur,Poor,Regulier,High_School,Good,Stable,Yes,Moyen
Old,Male,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Frequent,High_School,Good,Fragile,No,Moyen
Young,Male,Moyen,Connecte,Regulier,No,PresenceAssidue,PeuDormeur,Good,Regulier,High_School,Average,Stable,No,Bon
Young,Male,Moyen,PeuConnecte,Occasionnel,Yes,PresenceAssidue,GrosDormeur,Fair,Regulier,Bachelor,Average,Equilibree,No,Excellent
Adult,Female,Moyen,PeuConnecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Fair,Rare,Bachelor,Good,Equilibree,No,Excellent
Old,Female,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Rare,Bachelor,Good,Fragile,Yes,Excellent
Old,Male,Haut,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Good,Rare,Master,Good,Equilibree,No,Excellent
Young,Male,Bas,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Rare,High_School,Average,Stable,Yes,Bon
Adult,Female,Moyen,PeuConnecte,Regulier,Yes,PresenceAssidue,BonDormeur,Good,Rare,Master,Average,Fragile,Yes,Bon
Old,Female,Bas,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Poor,Regulier,Bachelor,Good,Stable,No,Moyen
Adult,Male,Bas,PeuConnecte,Occasionnel,Yes,PresenceMoyenne,GrosDormeur,Fair,Rare,High_School,Good,Equilibree,No,Bon
Young,Female,Moyen,PeuConnecte,Regulier,Yes,PresenceAssidue,PeuDormeur,Good,Regulier,Bachelor,Average,Stable,No,Excellent
Young,Male,Haut,PeuConnecte,Regulier,Yes,PresenceMoyenne,GrosDormeur,Poor,Regulier,High_School,Good,Equilibree,No,Excellent
Adult,Male,Bas,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Good,Regulier,Bachelor,Good,Stable,No,Moyen
Young,Female,Bas,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Good,Regulier,Bachelor,Average,Fragile,No,Moyen
Young,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Poor,Regulier,High_School,Average,Fragile,Yes,Bon
Adult,Female,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Rare,Bachelor,Average,Fragile,No,Bon
Young,Male,Bas,PeuConnecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Fair,Frequent,Bachelor,Poor,Stable,Yes,Bon
Young,Male,Moyen,Connecte,Occasionnel,No,Absenteisme,PeuDormeur,Good,Rare,High_School,Good,Stable,No,Moyen
Adult,Other,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Rare,None,Average,Fragile,Yes,Bon
Adult,Male,Moyen,Connecte,Regulier,No,Absenteisme,PeuDormeur,Fair,Frequent,High_School,Good,Stable,No,Bon
Young,Female,Moyen,Connecte,Regulier,Yes,PresenceAssidue,PeuDormeur,Good,Regulier,Bachelor,Good,Fragile,No,Moyen
Young,Male,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Good,Regulier,Master,Poor,Fragile,No,Bon
Young,Male,Moyen,Connecte,Occasionnel,No,Absenteisme,BonDormeur,Poor,Regulier,Master,Average,Equilibree,No,Bon
Old,Male,Moyen,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Rare,Bachelor,Good,Stable,No,Bon
